Id,tweet,class
363.0,ر اسود على الناس لسه بتقولوا دعاء بتحب ممدوح البت لمامحمدسأل ليث وشك اتغير قالتله ليه ممدوح مش صاحبى اتهدو,
364.0, معآ,
365.0,اره عندي كم عندك,
366.0,شتاق جديد الكل ينزل افضل صور لد,
367.0,نية حلوة ف,
368.0,ر لسه ساكت يا ويلي من سكا,
369.0,افواز قول لسعيدالشهير عيب تتريق علي شيخ ازهر فى الطبخ نحن نحترم كل مشايخكم ونشا,
370.0,ا قلبي باب بيتك ادخلي ماتخبطي,
371.0,ينا وشيرين كانو بيغنو مع بض عادى وبيضحكو قبل ما ي,
372.0,وات يا صديقتي أموات نحيا وسطهم في حياء نكاد لا نظهر نخاف أن نصبح مثلهم فنهرب من الواقع بتناول جرعتنا المعتادة و نستمع الي الموسيقي لي,
373.0, عاب اخيه بقبح لم يمت حتي يفعله ابن الق,
374.0,حدش وصل لمستواها المتدنى اخلاق واسلوب وجوهر كله صفر شكلها صحبتك فالشغل محترم وطيب وابيض مش سواد وغل شب,
375.0, مواقف كتير نفسى تتعاد تانى عشان اغير فيها رد فعلى اللى خدته فى وقته,
376.0,ها كنزه ,
377.0, ان تتخيل الاحساس اللي بتكون فيه لو سمعت اغنية مشاعر بتاع شيرين في الوقت ده اووف حاجه فشي,
378.0,تعرفش تسرق فى مصر الا بمباركة ومشاركة من كبار موظفى الدولة يعنى مش اى حد لابد ان تكون من عيله حرمية معروفه وموثوق فى قلة شرفها ولها س,
379.0,م انا عبدك وانا على عهدك ووعدك ما استطعت ابوء لك بنعمتك علي وابوء بذنبى فاغفر لى ذنوبى انه لا يغفر الذنوب الا ا,
380.0,ك الصحة في الجسد نسالك البركة في الولد نسالك سلاما وامانا برضاك علي هذا الب,
381.0,مة مححجوب دعمت حبيبى محمد شاهين كثفو التصويت وصلوه للق,
382.0,عملي البلوك للكاندي كراش نفسها وماتضايقيش نف,
383.0,ارب يا استاذه لمياء شاهين ياخد اللقب انتى مش مصريه صح بس اهلا بحضرتك فى م,
384.0,تك معايا تطوفي وسط البشر والزحام وتشوفي حيرتي وخوفي عليكي من دي الال,
385.0,عزوع اتخذت إجراءات جديدة لتسهيل منح تأشيرات دخول السياح العر,
386.0,رانس برس العنف يسود الشرق الأوسط ويطغى على احتفالات عيد الميلا,
387.0,ستمرار إضراب الأطباء العاميون في فرنسا لليوم الثاني على التوال,
388.0,رك عن محارم الله أيسر من صبرك على عذاب الله صبري على نفسي ولا صبر الناس علي طول البال يهدم الجبال عش رجبا ترى عج,
389.0,لنها زمان وفى اى مكان نادي الملوك ووراة فرسان اسمة يتشاف غيرو يخاف يقف قصادو فى اى مكان الزنالك هو الم,
390.0,ى أنثى أجزم ان ابناء ادم لن يفهموا قلوبنا حتى لة امضواء الف سن,
391.0,اول مفكرش بحاول مصدقش بحاول اهرب م اللي حصل بحاول ابطل اتعلق بحد بحاول انسي بحاول اعيش في معظمها فشل,
392.0,دما يعاقبك من تحب على أقل تقصير فتأكد أنه يكتب نهايته بداخلك بحبر من وج,
393.0,ى وان كثرت الاحلام يبقى حلم واحده معلق دائما بالبال ونتمنى لو يحق,
394.0,ادة للنفاق عنوان اكتر واحدة اتكلمت على زمايلها متركتش حد محشتش فيه وشوفوا مين يتكلم عالمصلحة هه,
395.0,ليه انا من الحب فلاتخدعكم كتاباتى احببت شخص وفقدته واكتفي,
396.0,ه البرد د,
397.0,باحكما ورد و س,
398.0,بحكم الله بكل رضا وثبات من عن,
399.0,لحمد لله عندنا تر,
400.0,حكم مس,
401.0,صدقي صح أصل الجنس ده منيل وما يتعاش,
402.0,ك البنات حكايات و ضحكك حكايه لوحديه,
403.0,تمعات مقرفه وغبيه ابو بكر الرازي كان بيطعن ف منطقيه فكره النبوه نفسها ومتعدمش وكتاباته عايشه الى الي,
404.0,ا مصر لو نيلك كله صلصه مش هتكفي الكوسه اللي في,
405.0,يه الحاجات الحلوه اللى عصبح ,
406.0,متش تقريبا غير ساعا,
407.0, يعد بداخلنا غير الم الصم,
408.0,ات جدعان فوق العاد,
409.0,ن منتجات غذائية منتهية الصلاحية بمصنع فى أكتوب,
410.0,ائما ما تشهد مباريات وسط الجدول العديد من المف,
411.0,,
412.0,ضحك وعينيها كلها دمووع نعم يا سادة انا اعشق شيرين يحي,
413.0,ن أجل علاقه تدوم عاتبني على أشياء تزعجك ولا تدعها تكبر في قلبك أب,
414.0,نا عارف وملوش علاقة الاعتذار برنا او حد تانى بس التويته دى مش حلوة يعنى ايه اعتذرت عشان الفا,
415.0,,
416.0,مني من انها تكون من غير موت حد ب,
417.0,,
418.0,تمام و التقدير مفتاح اى ,
419.0, عايز حد يثق فيا ومش عايز حد يصدقنى من غير ماحلفلوا اصل احنا مجتمغ ابن وسخة ن,
420.0,اس تقولك هفضل معاك وفجأه متلاقي,
421.0,اول اتعامل مع اي زفت بيحصل ف حياتي ب اقل الخساي,
422.0,لم جراحك عا الهدا إنت مش أول حدا قبل ما يوصل ,
423.0,اخيبعدالسلامورحمهاللهوبركاتهلايوحدمعيرقمتليفونقطريارحوالاهتمامبموصوعيوحراكماللهخي,
424.0,ه لا عادى طب داري دموعك الاول وبعدين برح,
425.0,تبقى مش مقنعه خالص لو عمر ابوه كانت اول حاجة فكرت فيها لما طليقها خطفه انها تروح لعمر و تحكي,
426.0,ب و الناس ناس مين انا هقابل ربنا لوحد,
427.0,بقي اعرف عندهم الاول قبل ما تقولهم عشا,
428.0,مين لكن الصوره واضح فيها فبركة تنب,
429.0,دش يحضننى طيب يا جماع,
430.0,ا اله الا الله الا بذكر الله تطمئن القل,
431.0, تفاهه بنت ك,
432.0,متين احفظها في هذه الحياه و انت في قمة الغضب لآ تتخذ قرار و انت في قمة السعادة لآ تعطي و,
433.0,حد جاب اخره احيه ب,
434.0,ندك حق لكن معلش الغباء والتخلف لما بينكشف مالهوش ,
435.0,ت هموت امبارح واعرف كل شويه بيوشوشوا بعض يقولوا ايه يلا منك لله يا كنترو,
436.0,لتشكيل الخاطئ من جاريدو وإفتقاد اللاعبين للر,
437.0, شاكر أن ضايقت لابدأن تفرج وإن تعسرت لابدأن تيتسروإن استصعبت لابد أن تتسهل وهذاوعدربي وبشر الصا,
438.0,ا هأجل ال,
439.0,قصد شغل الموقع ,
440.0,تاج لعنيك يا ل,
441.0,وفتش لاعب نشط ع تويتر ز,
442.0,م اجعل العام الجديد خيرا على المصريين ورخاء وحبا ووفاقا وعلمنا ان نخاف منك ونتنقيك ونعتمد عليك يارب كل المص,
443.0, الف حسرة على اللى شفتهم ج,
444.0,س في اية النفخ د,
445.0,ا جيوبه بالافراح وطاح ف الحزن بالضحكه وجلجل صوته قال يا جراح اديني قافلك الس,
446.0,م أغسل قلوبنا من أوجاعها وأرزقنا من فيض كرمك سعادة لا تنقطع وأشرح صدورنا بقربك وحقق أمآلنا وأحل,
447.0,وا على جابر خواطر المساكين صلى الله عليه وس,
448.0,بنا يخليكم لبع,
449.0,ربنا دعيت بضمير ده انا كنت مصلي الفج,
450.0,ى اتفشخ,
451.0,رنا جولة من الجولات مش سنه ياخ,
452.0,سة كأن ابنى فى امتحان ثانوية عام,
453.0,ى انت حر مع مدحت العدل حنكون فى انتظارك ياملكة اطربينا بااجمل اىعانى بصوتك العذب والاحساس الرائع والطرب الاص,
454.0,خربيت جمال ابوك,
455.0,يت تعالى دا لو غالى عليك تعالى بقكر فيك تعالى دايما مشغول و بيك على ط,
456.0,حان الله خلاث قربت عالبيطاش و فى ناس بتتعذب يا عينى و تاخدلها ساعتين فالمواصلات و تتأخر على مواع,
457.0, يوم جم,
458.0,س أماره بالس,
459.0,عنى انا معرفتش انت هتبقى عارف مثل,
460.0,يش حاجه هتيجيلك وانت متعبتش عش,
461.0, كان للكلام عطرا لكانت الصلاة على النبي أجمل العطور اللهم صل على محمد وآل محمد صلو عليه وسلمو تسليم,
462.0,صويت ميناا الله يسامحهم دلوقت عرفوا مينا بس هقول ربنا كبير اخدوا حلمه وحلمنا بالفاينل مينا ع,
463.0,عرفنا عليطالب بس الهينجحو بعد البرنامج بس وواثقه من كلامي كنزه ومينا وليث وابتسا,
464.0,بة في الطري,
465.0,شمى انت فلاح ياا,
466.0,عاء صعب ممكن تعمل اغاني بس مش هتتشهر زي الاربعه د,
467.0,نتي يا حبيبتي إنتي كل الح,
468.0,ند كريم تعالى انا لسه صا,
469.0,عار البترول قلت يعني المشتقات البترولية شعرها بقي اقل بس ملناش دعوي الاسعار زي ماهي بس لو غلت بيبقي كله ع الم,
470.0,ا كابتن ابراهيم كل اللي بيقولك بنحبك ومعرفش ايه دا عايز ريتويت مش اكت,
471.0,جبني الساكس فون والبيانو ب,
472.0, اكتب فيك اليوم شعرا و لا نثرا سأكتفي بأن أضع قلبي على الور,
473.0,نتي اللي كاتبة التقرير اللي عن عم صبح,
474.0,فالوو خيرر للقب لابن مصر باذن ال,
475.0, تعطي قلبك لمن لا قلب له لأنه حتما سيخذلك ولا تعطي حروفك لمن لا يقرأ لأنه بلا شك سيسيء ف,
